novel_id,title,title_eng,synopsis,type,n_chapters,authors,genres,n_volumes,status,score,scored_by,popularty,favorites,year_start,year_finnish,image
143441,Omniscient Reader's Viewpoint,Omniscient Reader's Viewpoint,"In the web novel Three Ways to Survive the Apocalypse, people are forced to fight monsters and each other for coins, food, and—ultimately—survival. While mysterious ""Constellations"" watch the unwilling participants for their own entertainment, one man emerges as the protagonist: Yoo Joonghyuk, who repeatedly lives and dies in an endless struggle to close the book on this indiscriminate torture. Kim Dokja has lived a challenging and action-packed life through Joonghyuk for over a decade. While other readers abandoned the story early on, Dokja has remained its sole reader until the very last chapter. At that time, he receives a puzzling message from the author, and the novel's inhumane world suddenly becomes reality. As the only person aware of what lies ahead, Dokja realizes that he must utilize his omniscience to navigate the deadly scenarios and stay alive. Dokja was never meant to play a main part, but in defiance of those who wish to spell his fate, he might just have to take the lead in writing his own conclusion. [Written by MAL Rewrite]",Novel,105.0,sing N song,"Action,Adventure,Fantasy",20.0,Finished,9.03,4673.0,1844,1220,2022.0,2023.0,https://cdn.myanimelist.net/images/manga/1/265768.jpg
126479,Mikkakan no Koufuku,Three Days of Happiness,"Kusunoki used to believe he was destined for great things. Ostracized as a child, he held on to a belief that a good life was waiting for him in the years ahead. Now approaching the age of twenty, he's a completely mediocre college student with no motivation, no dreams, and no money. After learning he can sell his remaining years—and just how little they're worth—he chooses to divest himself of all but his last three months. Has Kusunoki truly destroyed his last chance to find happiness...or has he somehow found it? (Source: Yen Press)",Novel,15.0,Miaki Sugaru,Drama,1.0,Finished,8.88,10015.0,578,1295,2013.0,,https://cdn.myanimelist.net/images/manga/3/248674.jpg
117077,Kimi no Suizou wo Tabetai,I Want to Eat Your Pancreas,"A high school boy finds the diary of his classmate—only to discover that she's dying. Sakura Yamauchi has been silently suffering from a pancreatic disease, and now exactly one person outside her family knows. He swears to her that he won't tell anyone what he learned, and the shared secret brings them closer together in this deeply moving, first-person story that traces their developing relationship in Sakura's final months of life. (Source: Seven Seas Entertainment)",Novel,10.0,Sumino Yoru,"Drama,Romance",1.0,Finished,8.65,3415.0,2607,407,2015.0,,https://cdn.myanimelist.net/images/manga/2/248632.jpg
35513,Koten-bu Series,,"Houtarou Oreki is a high school student who lives his life conserving as much energy as possible, only delving into matters that feel absolutely necessary to him. So when his older sister forces him to join the Classics Club to keep it from disbanding, he finds himself terribly inconvenienced. To his surprise, Oreki finds that the Classics Club already has a single member: the inquisitive Eru Chitanda. Not long after, Oreki's friends—the knowledgeable Satoshi Fukube and the headstrong Mayaka Ibara—also join. Although the club does not have any set activities, Chitanda's constant curiosity soon begins to drag the members into all sorts of mystery-solving escapades. Koten-bu Series revolves around the members of the Classics Club as their eccentric day-to-day activities slowly begin to brighten up Oreki's drab way of life. [Written by MAL Rewrite]",Novel,,Yonezawa Honobu,"Adventure,Mystery,School",,Publishing,8.61,3647.0,1013,618,2001.0,,https://cdn.myanimelist.net/images/manga/3/80983.jpg
6978,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,"In the far future, two young military leaders rise above their peers. The invincible genius Reinhard von Lohengramm is matched only by the unbeatable magician Yang Wen-li; though the two share a profound respect for each other, they meet on the battlefield not as comrades but as bitter adversaries. Commanding thousands of warships and millions of soldiers, they lead giant space fleets into battle on behalf of the two interstellar states that have wrested for control of the Milky Way for over a century and a half. The Galactic Empire, an absolute monarchy ruled by Kaiser Friedrich von Goldenbaum IV and an entrenched nobility, seeks to suppress the rebels daring to oppose the inviolable crown. The Free Planets Alliance, a representative democracy led by a corrupt High Council, degenerates as its elected leaders⁠ use war and conflict as a way to win popular support. Reinhard is a minor noble who became a High Admiral through his strategic brilliance and his sister's position as the favored concubine of the Kaiser, while Yang is an avid historian and reluctant commodore hailed as a hero despite only using his tactical prowess to navigate around his leaders' incompetence. On opposite sides of the galaxy, the two men have wildly different visions for the future: Reinhard dreams of uniting mankind under his iron fist, while Yang wants only to carve a path to lasting peace. As the war rages on, Reinhard and Yang each strive for their ideals and secure their place among the stars as the leaders of a new era of galactic heroes. [Written by MAL Rewrite]",Novel,94.0,"Tanaka Yoshiki,Katou Naoyuki,Kamoshita Yukihisa","Action,Adventure,Drama,Sci-Fi,Adult Cast,Military,Space",10.0,Finished,8.6,2080.0,1984,310,1982.0,1987.0,https://cdn.myanimelist.net/images/manga/5/155231.jpg
119184,Solo Leveling,Solo Leveling,"E-rank hunter Jinwoo Sung has no money, no talent, and no prospects to speak of—and apparently, no luck, either! When he enters a hidden double dungeon one fateful day, he's abandoned by his party and left to die at the hands of some of the most horrific monsters he's ever encountered. But just before the last, fatal blow... PING! [Congratulations on becoming a Player.] (Source: Yen Press)",Novel,150.0,Chugong,"Action,Adventure,Fantasy,Adult Cast",13.0,Finished,8.42,3866.0,2760,1559,2016.0,2017.0,https://cdn.myanimelist.net/images/manga/3/265759.jpg
26728,No.6,,"The year is 2013 in the city of No. 6, the city that embodies the highest ideals of humankind. Shion has been raised here as a high-ranking elite since the age of two, but on the night of his twelfth birthday his fate is turned upside-down when he meets a boy who calls himself Nezumi. ""Why did I open the window that night? If I had not, I'd never have needed to know what it is like to fight, starve, or suffer in anguish...."" (Source: Nostalgia on 9th Avenue)",Novel,43.0,Asano Atsuko,"Action,Mystery,Sci-Fi",9.0,Finished,8.39,5624.0,857,996,2003.0,2011.0,https://cdn.myanimelist.net/images/manga/2/129825.jpg
121781,Shousetsu Kimi no Na wa.,Your Name.,"Mitsuha, a high school girl living in a rural town deep in the mountains, has a dream that she is a boy living an unfamiliar life in Tokyo. Taki, a high school boy living in Tokyo, dreams that he is a girl living in the mountains. As they realize they are changing places, their encounter sets the cogs of fate into motion. (Source: Yen Press)",Novel,8.0,Shinkai Makoto,"Drama,Supernatural,Romantic Subtext",1.0,Finished,8.32,2971.0,2820,144,2016.0,,https://cdn.myanimelist.net/images/manga/2/230890.jpg
7458,Death Note Another Note: Los Angeles BB Renzoku Satsujin Jiken,Death Note Another Note: The Los Angeles BB Murder Cases,"A serial killer terrorizes the streets of Los Angeles. This brilliant psychopath commits seemingly perfect murders, brazenly challenging the police with cryptic riddles. The enigmatic and world-famous detective L has been hired to crack the case. However, to keep himself out of the public eye, L seeks out FBI agent Naomi Misora to carry out the investigation for him. Misora agrees to aid L's endeavors, but soon finds herself caught up in an intense battle of wits between L and the culprit. Who is this mysterious killer, and why do they leave clues for the LAPD to decipher? Death Note Another Note: Los Angeles BB Renzoku Satsujin Jiken follows Misora on her journey to solve these mysteries and bring the indiscriminate murders to an end once and for all. [Written by MAL Rewrite]",Novel,7.0,"Obata Takeshi,NISIO ISIN",Mystery,1.0,Finished,8.3,16806.0,490,904,2006.0,,https://cdn.myanimelist.net/images/manga/1/253578.jpg
119282,NHK ni Youkoso!,Welcome to the N.H.K.,"Tatsuhiro Satou, a university dropout entering his fourth year of unemployment. He leads a reclusive life as a hikikomori, ultimately coming to the bizarre conclusion that this happened due to some sort of conspiracy. One day just when his life seems entirely unchanging, he meets Misaki Nakahara, a mysterious girl who claims to be able to cure Tatsuhiro of his hikikomori ways. She presents him with a contract basically outlining that once a day they would meet in the evening in a local park where Misaki would lecture to Tatsuhiro in an effort to rid him of his lifestyle. During these outings, many subjects are discussed, though they almost always pertain in some way to psychology or psychoanalysis.",Novel,12.0,Takimoto Tatsuhiko,"Comedy,Drama,Romance,Psychological",1.0,Finished,8.28,1539.0,4121,237,2002.0,,https://cdn.myanimelist.net/images/manga/1/248549.jpg
134997,"Mata, Onaji Yume wo Miteita",I Had That Same Dream Again,"Bold and witty Nanoka Koyanagi believes she is above the typical assignments that her teacher gives in school. Rather than participating in her physical education class, the young girl crafts a foolproof argument to avoid any activity altogether. Instead of being impressed, Nanoka's worried teacher decides to give her a new task—to find the meaning of the word ""happiness."" As Nanoka mulls over the answer to such a difficult question, she seeks advice from two of her closest friends: Obaa-chan, an elderly woman living in the woods; and Abazure-san, a young woman living alone in a nearby apartment. Along the way, Nanoka befriends high school student Minami at an abandoned building, whom she initially met while Minami was hurting herself. Each of them has a different outlook on life, making Nanoka's mission to figure out what it means to be happy even more challenging. During her search, it seems that there is something bigger drawing Nanoka to these three women. The more she investigates, the closer she gets to her friends and learning about herself. [Written by MAL Rewrite]",Novel,11.0,Sumino Yoru,Drama,1.0,Finished,8.24,1049.0,5871,100,2016.0,,https://cdn.myanimelist.net/images/manga/3/248749.jpg
120616,Urasekai Picnic,Otherside Picnic,"Her first encounter with Toriko Nishina was on the Otherside after seeing ""that thing"" and nearly dying. Ever since that day, exhausted university student Sorawo Kamikoshi's life changed. In this Otherworld, full of mystery, which exists alongside our own, dangerous beings like the Kunekune and Hasshaku-sama that are spoken of in real ghost stories appear. For research, for profit, and to find an important person, Toriko and Sorawo set foot into the abnormal. A tale of two girls' bizarre exploration and survival, brought to you by an up-and-coming sci-fi author! (Source: J-Novel Club)",Novel,,"Miyazawa Iori,shirakaba","Adventure,Fantasy,Mystery,Suspense,Isekai,Survival",,Publishing,8.23,613.0,7095,147,2017.0,,https://cdn.myanimelist.net/images/manga/2/240259.jpg
108495,NieR:Automata,NieR:Automata,In the NieR:Automata series: 1. Nagai Hanashi (Long Story Short) 2. Mijikai Hanashi (Short Story Long) 3. Shounen YoRHa (YoRHa Boys),Novel,30.0,"Eishima Jun,Yoko Taro","Action,Fantasy,Sci-Fi",3.0,Finished,8.22,2020.0,1698,249,2017.0,2018.0,https://cdn.myanimelist.net/images/manga/2/243834.jpg
45885,No.6 Beyond,,"This time, subsequent to the story that wrapped up in Volume 9, is the release of a wondrous ""side story""! In response to the many sorrowed voices, the author Asano Atsuko proclaimed, ""Then I'll write a supplementary story!"" The author herself, recalling her love for the characters, is blazing with ambition at being able to give further life to Shion and Nezumi, who hold such complexity and unfathomable fascination. Cutting out moments from the lives of Nezumi and Shion that she hadn't been able to touch on before, she starts to unravel their secrets...",Novel,4.0,Asano Atsuko,"Action,Drama,Mystery,Sci-Fi",1.0,Finished,8.15,929.0,4303,32,2012.0,,https://cdn.myanimelist.net/images/manga/1/81189.jpg
127221,Ookami Kodomo no Ame to Yuki,Wolf Children: Ame & Yuki,"When Hana worked up the courage to speak to the mysterious loner in her college class, she never expected the encounter would blossom into true love-nor that he was secretly a wolf living in human form. Their relationship was far from ordinary, but she wouldn't have had it any other way. Her joy only grows with the births of Ame and Yuki, who have inherited their father's unique ability to transform. But life is full of both joy and hardship, and Hana is left to bring up her little wolves on her own. Raising human children is hard enough... but how will she handle their wild side, too? (Source: Yen Press)",Novel,4.0,Hosoda Mamoru,"Drama,Fantasy,Slice of Life,Childcare",1.0,Finished,8.14,904.0,8036,40,2012.0,,https://cdn.myanimelist.net/images/manga/3/230853.jpg
34841,Byousoku 5 Centimeter,5 Centimeters per Second,"Novel adaptation of Makoto Shinkai's Byousoku 5 Centimeter anime. A tale of two people, Toono Takaki and Shinohara Akari, who were close friends but gradually grow farther and farther apart as time moves on. They become separated because of their families yet continue to exchange contact in the form of letters. Yet as time continues to trudge on, their contact with one another begins to cease. Years pass and the rift between them grows ever larger. However, Takaki remembers the times they have shared together, but as life continues to unfold for him, he wonders if he would be given the chance to meet Akari again as the tale embarks on Takaki's realization of the world and people around him.",Novel,3.0,Shinkai Makoto,"Drama,Romance",1.0,Finished,8.04,2430.0,3631,205,2007.0,,https://cdn.myanimelist.net/images/manga/3/281622.jpg
162032,Guimi Zhi Zhu,Lord of Mysteries,"With the rising tide of steam power and machinery, who can come close to being a Beyonder? Shrouded in the fog of history and darkness, who or what is the lurking evil that murmurs into our ears? Waking up to be faced with a string of mysteries, Zhou Mingrui finds himself reincarnated as Klein Moretti in an alternate Victorian era world where he sees a world filled with machinery, cannons, dreadnoughts, airships, difference machines, as well as Potions, Divination, Hexes, Tarot Cards, Sealed Artifacts... The Light continues to shine but mystery has never gone far. Follow Klein as he finds himself entangled with the Churches of the world—both orthodox and unorthodox—while he slowly develops newfound powers thanks to the Beyonder potions. Like the corresponding tarot card, The Fool, which is numbered 0—a number of unlimited potential—this is the legend of ""The Fool."" (Source: Webnovel)",Novel,366.0,Ai Qianshui de Wuzei,"Action,Mystery,Supernatural,Suspense",18.0,Finished,8.03,471.0,10610,233,2020.0,2023.0,https://cdn.myanimelist.net/images/manga/2/287344.jpg
138148,Watashi no Shiawase na Kekkon,My Happy Marriage,"Ever since her mother's death, Miyo Saimori has had little other than her memories to remind her of happiness. Being talentless herself, Miyo has grown up in the shadow of her gifted stepsister and faced every snide remark thrown her way without complaint. Her stepmother's loathing for her is evident in the way she treats Miyo: devoid of any scrap of pity or concern. Miyo accepts that her fate is to slave away for her uncaring family—until her father arranges for her to be wed to Kiyoka Kudou, a revered man with a military background. The rumors about Kudou are grim, and he is infamous for having been incredibly unkind to all his prospective brides in the past. When Miyo, armed with the barest of essentials for a new life, arrives at her betrothed's residence, she is bewildered to find that not all hearsay about Kudou is true. As she begins to separate fact from fiction, Miyo hopes that her marriage will finally give her the happiness she desires. [Written by MAL Rewrite]",Novel,,Agitogi Akumi,"Drama,Fantasy,Romance,Adult Cast,Historical",,Publishing,8.02,686.0,4653,119,2019.0,,https://cdn.myanimelist.net/images/manga/2/254887.jpg
155115,Solo Leveling Side Story,,"Looking for information on the novel Solo Leveling Side Story? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Novel,12.0,Chugong,"Action,Adventure,Fantasy,Adult Cast",1.0,Finished,7.93,1518.0,6872,19,2018.0,,https://cdn.myanimelist.net/images/manga/1/275479.jpg
122104,Yoru wa Mijikashi Aruke yo Otome,"The Night Is Short, Walk on Girl","A college student spends an evening out, unwittingly attracting the attention of various men whose paths she crosses. One in particular, an upperclassman who has been nursing a crush on her for some time, has chosen this night to make his true feelings known. Will the two come together, or will this girl just keep on walking...? (Source: Yen Press)",Novel,4.0,"Nakamura Yusuke,Morimi Tomihiko","Comedy,Romance",1.0,Finished,7.91,300.0,10918,18,2006.0,,https://cdn.myanimelist.net/images/manga/2/230891.jpg
116479,Shinsekai yori,,"Japan, 1000 years from now. Humanity, which has acquired the telekinetic power called ""Juryoku,"" fears the legendary abominations called ""Akki"" (Fiends) and ""Gouma"" (Karmic Demons), but has built a peaceful society. However, a group of children previously under the school's strict control, as a result of violating a certain rule, have suddenly descended into a nightmare! The false peace crumbles away, as a fantastic archive tells them the truth of humanity's bloodstained history? (Source: Kodansha, translated)",Novel,37.0,Kishi Yusuke,"Drama,Mystery,Sci-Fi,Supernatural",2.0,Finished,7.89,459.0,10655,35,2008.0,,https://cdn.myanimelist.net/images/manga/1/248692.jpg
19357,Shinrei Tantei Yakumo,,"Shinrei Tantei Yakumo tells a story about a college student, Saitou Yakumo who is born with different eye colors. His red left eye gives him a special ability to see ghosts and spirits. He believes ghosts and spirits are bound to earth because of a certain ""cause,"" and simply eliminating that ""cause"" will let those spirits rest in peace. Being asked for help by Ozawa Haruka, they begin the investigation together. (Source: Fateful Encounters)",Novel,,"Kaminaga Manabu,Suzuki Yasushi,Katou Akatsuki","Horror,Mystery,Supernatural,Super Power",12.0,Finished,7.87,499.0,4985,53,2004.0,2020.0,https://cdn.myanimelist.net/images/manga/1/29788.jpg
144393,Kagami no Kojou,Lonely Castle in the Mirror,"In a tranquil neighborhood of Tokyo, seven teenagers wake to find their bedroom mirrors are shining. At a single touch, they are pulled from their lonely lives to a wondrous castle filled with winding stairways, watchful portraits and twinkling chandeliers. In this new sanctuary, they are confronted with a set of clues leading to a hidden room where one of them will be granted a wish. But there's a catch: if they don't leave the castle by five o'clock, they will be punished. As time passes, a devastating truth emerges: only those brave enough to share their stories will be saved. (Source: Doubleday)",Novel,13.0,Tsujimura Mizuki,"Drama,Fantasy,Mystery",1.0,Finished,7.85,224.0,12345,12,2017.0,,https://cdn.myanimelist.net/images/manga/3/256334.jpg
117586,Battle Royale,Battle Royale,"As part of a ruthless program by the totalitarian government, ninth-grade students are taken to a small isolated island with a map, food, and various weapons. Forced to wear special collars that explode when they break a rule, they must fight each other for three days until only one ""winner"" remains. The elimination contest becomes the ultimate in must-see reality television. (Source: Viz Media)",Novel,82.0,Takami Koushun,"Action,Suspense,Survival",1.0,Finished,7.84,249.0,19310,53,1999.0,,https://cdn.myanimelist.net/images/manga/1/256838.jpg
29699,Another,Another,"In the spring of 1998, 15-year-old Kouichi Sakakibara has just moved to the town of Yomiyama, where he is set to attend the local middle school Yomiyama North. However, when a past injury resurfaces, he is placed in hospital, leading him to miss the first week of school. Though he recovers quickly, before leaving he meets Mei Misaki, a strange, eye-patched girl whose cryptic mannerisms spark a subtle interest within the boy. At Yomiyama North, Kouichi is placed in Class 3-3. However, beneath the innocent atmosphere, he finds the class' behavior odd: everyone seems to be on edge and watchful of Kouichi's actions. Moreover, Mei is a student in the class, yet both classmates and teachers do not show any regard for her, as if she is simply not there. Though more oddities arise and more questions spring forth, no one is willing to give Kouichi any answers. With little choice but to ease his growing curiosity, Kouichi starts to pursue Mei for help, against both the class' and her own warnings. [Written by MAL Rewrite]",Novel,21.0,Ayatsuji Yukito,"Horror,Mystery,Supernatural,Suspense,School",1.0,Finished,7.84,4407.0,1448,410,2009.0,,https://cdn.myanimelist.net/images/manga/1/238121.jpg
122531,Kimi wa Tsukiyo ni Hikarikagayaku,,"Ever since the death of someone important to me, I've been living recklessly. After I became a high school student, there was a girl in my class who remained hospitalized due to ""luminescence disease."" This disease is named for the fact that the bodies of those who suffer from it glow faintly when exposed to moonlight, and that glow becomes stronger as their time of death draws closer. The girl's name is Mamizu Watarase. After learning that she doesn't have long to live, and there are things that she wants to do before she dies... ""Will you let me help you with that?"" ""Really?"" As this promise was made, the time that had frozen for me began moving again. (Source: Kadokawa, translated)",Novel,4.0,"loundraw,Sano Tetsuya","Drama,Romance",1.0,Finished,7.78,404.0,13395,40,2017.0,,https://cdn.myanimelist.net/images/manga/1/248569.jpg
123756,Shousetsu Tenki no Ko,Weathering with You,"Longing to escape his island home, a boy named Hodaka runs away during his first summer of high school to find a new life in Tokyo. As rain falls for days on end and Hodaka struggles to adjust, he meets a girl named Hina who holds a mysterious power: With a single prayer, she can part the clouds and bring back the sun. But her power comes at a price, and as the weather spirals further and further out of control, they must choose what future they truly want for themselves. (Source: Yen Press)",Novel,13.0,Shinkai Makoto,"Drama,Fantasy,Romance,Slice of Life",1.0,Finished,7.77,277.0,18585,10,2019.0,,https://cdn.myanimelist.net/images/manga/2/265837.jpg
156240,Lout of Count's Family,Lout of Count's Family,"Kim Roksu has one life motto: ""Let's not get beat up."" But after dozing off somewhere midway through the novel ""Birth of a Hero,"" he wakes up as Cale Henituse—one of the minor villains in the novel who gets the beating of a lifetime from soon-to-be hero Choi Han. Only time will tell how much longer he has before that dreadful encounter. Can Kim Roksu change the course of this story so he can enjoy a long and lavish life free of the soon-to-be hero? (Source: Tappytoon)",Novel,,Yu Ryeo Han,"Fantasy,Isekai,Reincarnation",,Publishing,7.71,195.0,21690,68,2022.0,,https://cdn.myanimelist.net/images/manga/1/278055.jpg
37979,Biblia Koshodou no Jiken Techou,,"Biblia Koshodou no Jiken Techou is a mystery series where Shinokawa Shioriko, a young owner of a bookstore in Kamakura, unravel mysteries of ancient books that are taken there. The story begins with a young man named Daisuke, who grew up practically without reading books due to a ""phobia,"" brings the complete (and autographed) works of Natsume Soseki, Japanese writer of the Meiji era, inherited from his grandmother in the mysterious bookstore. Will the shy and introvert Shioriko solve the mystery of the books?",Novel,36.0,"Mikami En,Koshijima Hagu","Drama,Mystery",7.0,Finished,7.7,263.0,8680,34,2011.0,2017.0,https://cdn.myanimelist.net/images/manga/2/164402.jpg
113830,Hibike! Euphonium,Sound! Euphonium,"After a terrible experience in her past at the National Music Band Competition, Kumiko abandoned music once and for all. She starts her first year at Kitauji High School, she finds herself being roped back in. But their school's band is hopeless. There was a time where they had placed well in nationals, but now they can't even make it past their regional qualifiers. In the midst of all of this, Kumiko meets the last person she'd ever want to see again, Reina. Will Kitauji High manage to pull itself together with the day of the concert drawing ever closer?! (Source: Yen Press)",Novel,66.0,"Asada Nikki,Takeda Ayano","Drama,Music,Performing Arts,School",10.0,Finished,7.65,243.0,11527,32,2013.0,2019.0,https://cdn.myanimelist.net/images/manga/1/230762.jpg
134181,Yojouhan Shinwa Taikei,The Tatami Galaxy,"College is full of opportunities to leave one's comfort zone. One third year student is constantly fantasizing about how his life might differ had he joined various campus circles—chasing, with mixed results, an idealistic rose-colored campus life where romance, friendships, and purpose fuse into a perfect university experience... at least until bad luck, questionable decisions, and dubious relationships enter the mix! (Source: Funimation)",Novel,4.0,Morimi Tomihiko,"Comedy,Mystery,Romance,Psychological,Time Travel",1.0,Finished,7.63,166.0,16972,16,2004.0,,https://cdn.myanimelist.net/images/manga/1/253594.jpg
144859,Summer Ghost,Summer Ghost,"""Have you heard of Summer Ghosts?"" Tomoya, Aoi, and Ryo are high school students who met through the Internet. The urban legend of the Summer Ghost is that it is a ghost of a young woman who appears when fireworks are lit. Tomoya is unable to step out into the life he wants. Aoi is unable to find her place in the world. Ryo's bright future is suddenly closed to him. Each of them has their own reasons for meeting the Summer Ghost. On a summer night when life and death intersect, where will each of their thoughts go to? (Source: Crunchyroll News)",Novel,,Otsuichi,"Drama,Supernatural",1.0,Finished,7.63,199.0,15998,9,2021.0,,https://cdn.myanimelist.net/images/manga/2/257012.jpg
125842,Koisuru Kiseichuu,,"The story is about a man whose compulsive tendencies make it impossible for him to keep a job, and a young girl who skips school and loves insects. The two meet, come to support each other in reintegrating into society, and fall in love. There’s a problem, however: namely, the parasites in their heads. (Source: vgperson)",Novel,9.0,Miaki Sugaru,"Drama,Romance,Supernatural",1.0,Finished,7.63,457.0,10643,33,2016.0,,https://cdn.myanimelist.net/images/manga/1/248673.jpg
120455,Quanzhi Gaoshou,The King's Avatar,"The online game Glory has gained such popularity in China that the best players in the Glory Professional Alliance are known as gods by the fans. But among the gods, one stands out in particular. Glory Textbook, God of Glory, and Battle God are only a few of the names attributed to Ye Qiu, the mysterious captain of team Excellent Era. Under his leadership, Excellent Era once achieved three consecutive championships; in recent years, however, the team's performance has been on the decline. Seizing on the chance to replace their captain with a fresh face whom they can place in the spotlight, Excellent Era forces Ye Qiu onto the streets. Yet, the man behind the enigma, Ye Xiu, is unsatisfied with the glory he has attained thus far. He holds a half-forgotten dream from the past that he still longs to see realized. Starting from level 1 in the 10th server, Ye Xiu soon attracts allies and enemies alike, carving a path of chaos wherever he goes. As he sets forth on this new road with an unprecedented class and weapon combination, his desired destination remains the same: the Glory Championship. [Written by MAL Rewrite]",Novel,608.0,Hudie Lan,"Action,Video Game",24.0,Finished,7.62,138.0,26783,37,2012.0,2016.0,https://cdn.myanimelist.net/images/manga/3/280471.jpg
113124,Shousetsu Kotonoha no Niwa,The Garden of Words,"On rainy mornings, Takao can never bring himself to go to school—instead, he spends that time at the beautiful Shinjuku Gyoen gardens and finds a brief reprieve from everything else in his life among the trees and flowers. And on one of those mornings, he discovers a mysterious woman named Yukino in his haven, skipping work, and an unlikely friendship blooms between them. But though these two are the center of this story, they are far from the only ones trying to find their way in life. (Source: Yen Press)",Novel,11.0,Shinkai Makoto,"Drama,Romance",1.0,Finished,7.6,107.0,28390,18,2013.0,2014.0,https://cdn.myanimelist.net/images/manga/1/265836.jpg
26474,Mawaru Penguindrum,Penguindrum,"A terminally ill girl named Himari Takakura is miraculously saved from death by a strange spirit who resides in a penguin-shaped hat. However, in exchange for extending her life, the spirit tasks Himari's brothers, Kanba and Shouma, to seek out an item known as the Penguin Drum with assistance from a trio of strange penguins. (Source: Wikipedia)",Novel,24.0,"Hoshino Lily,Ikuhara Kunihiko,Takahashi Kei",Mystery,3.0,Finished,7.57,352.0,7559,16,2011.0,2012.0,https://cdn.myanimelist.net/images/manga/2/167526.jpg
150413,Villains Are Destined to Die,Villains Are Destined to Die,"This game's got me obsessed! It's like it's taken over my life... wait—HARD MODE ACTIVATED. No-no-no-no-no! It has literally taken me and thrown me into the part of Penelope Eckhart. Love is easy as the heroine, but as the hated villain, I'm trying very hard not to die... at the hands of my brothers... the prince... a fork... every possible ending is death! This world is stacked against me, but can my wits and insider game knowledge score the affection of these male characters? Or the reset button??? (Source: Tapas Media)",Novel,22.0,Gwon Gyeoeul,"Drama,Fantasy,Romance,Reverse Harem,Villainess",4.0,Finished,7.57,113.0,28125,13,2020.0,,https://cdn.myanimelist.net/images/manga/2/285014.jpg
11028,Kemono no Souja,,"Erin is a young girl who lives with her mother in a village which raises war-lizards, called Touda. We see her daily life, which changes as she grows up. Meanwhile, there is growing tension between the two provinces of the country she lives in.",Novel,,"Uehashi Nahoko,Takemoto Itoe","Drama,Fantasy,Mystery",4.0,Finished,7.56,148.0,14850,16,2006.0,2009.0,https://cdn.myanimelist.net/images/manga/1/300492.jpg
4639,Brave Story,Brave Story,"Young Wataru flees his messed-up life to navigate the magical world of Vision, a land filled with creatures both fierce and friendly. His ultimate destination is the Tower of Destiny where a goddess of fate awaits. Only when he has finished his journey and collected five elusive gemstones will he possess the Demon's Bane—the key that will grant him his most heartfelt wish...the wish to bring his family back together again! (Source: VIZ Media)",Novel,70.0,Miyabe Miyuki,"Adventure,Fantasy,Isekai",2.0,Finished,7.56,212.0,15693,10,2003.0,,https://cdn.myanimelist.net/images/manga/2/238122.jpg
13583,Ring,Ring,"The body of a young girl is found at her home in Yokohama, contorted in fear, but the cause of her death is a mystery. Soon afterwards the bodies of three more teenagers are discovered - dead in chillingly similar circumstances. Sensing a story, journalist Asakawa becomes fixated on unravelling the cause of this bizzare sudden-death syndrome. He discoveres that the four victims had shared a log cabin for one night, exactly seven days before their deaths. In the cabin, Asakawa finds a nightmarish secret - a curious videotape which plays not a movie, but a strange collecrion of abstract, subliminal images, concluding with a portentous message: 'Those who have viewed these images are fated to die at this exact hour one week from now. If you do not wish to die, you must follow these instructions exactly...' Then the tape cuts to static. This slickly plotted page-turner reverberates with a terrifying supernatural twist. It inspired the cult Japanese movie and the US remake of the same name. (Source: Vertical)",Novel,25.0,Suzuki Koji,Horror,1.0,Finished,7.47,343.0,11743,19,1991.0,,https://cdn.myanimelist.net/images/manga/3/270795.jpg
148838,Kimi wo Aishita Hitori no Boku e,"To Me, The One Who Loved You","A heart-rending tale of star-crossed young lovers and parallel worlds! Boku ga Aishita Subete no Kimi e and Kimi wo Aishita Hitori no Boku e: two novels, two films, one multiverse. In Koyomi Hidaka's world, travel between slightly different alternate universes is commonplace. After his parents' recent divorce, Koyomi lives with his father, and falls in love with a girl named Sato Shiori when they meet at his father's workplace. But their young love seems doomed when their parents get remarried—to each other. Is there some parallel world out there where Koyomi and Shiori can be together as lovers, not step-siblings...and what could be the price if they try to find out? (Source: Seven Seas Entertainment)",Novel,11.0,Yomoji Otono,"Romance,Sci-Fi",1.0,Finished,7.47,140.0,16284,10,2016.0,,https://cdn.myanimelist.net/images/manga/1/269125.jpg
33357,Summer Wars,,"The world of OZ—a virtual space the connects the entire world—has become extremely popular. Accessible to almost everyone, the ""citizens"" of OZ can customize their own avatar and engage in a multitude of leisurely activities that range from shopping to socializing. Thanks to many more convenient features, the majority of the world is heavily reliant on OZ—the fire brigade uses it to respond to emergencies, doctors can monitor a patient's vitals whenever they please, and it is even trusted with safely returning the asteroid explorer, Arawashi. Kenji Koiso is a math genius and a part-time OZ moderator. He is invited by Natsuki Shinohara, his school's idol, on a summer trip. However, he did not expect to have to act as her fiancé for her grandmother's 90th birthday party. Shortly after his arrival at Natsuki's family estate, Kenji receives a strange coded message on his phone from a sender who challenges him to solve it. Using his math expertise, Kenji solves the 2,056 character code in just one night—but little does he know about the chaos that will be unleashed... [Written by MAL Rewrite]",Novel,5.0,Iwai Kyohei,"Comedy,Romance,Sci-Fi,Strategy Game",1.0,Finished,7.45,300.0,12042,13,2009.0,,https://cdn.myanimelist.net/images/manga/1/208973.jpg
