novel_id,title,title_eng,synopsis,type,n_chapters,authors,genres,n_volumes,status,score,scored_by,popularty,favorites,year_start,year_finnish,image
107738,Gakuen Koushounin,Academic Negotiator,"Looking for information on the light novel Gakuen Koushounin (Academic Negotiator)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Yuzumoto Haruto,Yoneyama Mai",School,,Publishing,,,53092,0,2017.0,,https://cdn.myanimelist.net/images/manga/2/198241.jpg
99960,Buki no Koukyuu Monogatari,,"Looking for information on the light novel Buki no Koukyuu Monogatari? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"kyo,Kakei Senri","Action,Fantasy",,Publishing,,,59377,0,2016.0,,https://cdn.myanimelist.net/images/manga/3/180780.jpg
95010,Hana wa Koukyuu ni Ari!,,"Looking for information on the light novel Hana wa Koukyuu ni Ari!? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,31.0,"Kumoya Yukio,Takaoka Shizuru",Romance,4.0,Finished,,,63229,0,2009.0,2011.0,https://cdn.myanimelist.net/images/manga/2/169893.jpg
90641,Tomoichou Busters,,"Looking for information on the light novel Tomoichou Busters? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,14.0,"Moriyama Daisuke,Minazuki Bakera","Adventure,Sci-Fi",1.0,Finished,,,60050,0,1997.0,,https://cdn.myanimelist.net/images/manga/1/159039.jpg
79197,Ojamajo Doremi 18,,"Looking for information on the light novel Ojamajo Doremi 18? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Umakoshi Yoshihiko,Yamada Takashi",School,2.0,Finished,,,32899,0,2014.0,2015.0,https://cdn.myanimelist.net/images/manga/1/138237.jpg
107739,Saikyou no Marou wa Shizuka ni Kurashitai: Tensei shitara Fenrir Datta Ken,,"Looking for information on the light novel Saikyou no Marou wa Shizuka ni Kurashitai: Tensei shitara Fenrir Datta Ken? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,7.0,"Konayama Kata,Ise Nekise","Adventure,Comedy,Fantasy",1.0,Finished,,,43751,2,2017.0,,https://cdn.myanimelist.net/images/manga/1/198848.jpg
79195,Ojamajo Doremi 17,,"Looking for information on the light novel Ojamajo Doremi 17? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,15.0,"Umakoshi Yoshihiko,Yamada Takashi",School,3.0,Finished,,,32131,2,2013.0,2014.0,https://cdn.myanimelist.net/images/manga/1/138245.jpg
107766,Killing Member: Haruka Kanata to Fuyu no Oto,,"Looking for information on the light novel Killing Member: Haruka Kanata to Fuyu no Oto? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sarachi Yomi,Akitsuki Hizumi",Suspense,1.0,Finished,,,58452,0,2017.0,,https://cdn.myanimelist.net/images/manga/2/197307.jpg
90640,Heiretsu Bio,,"Looking for information on the light novel Heiretsu Bio? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,8.0,"Akiguchi Giggle,Nakano Tomokazu",Sci-Fi,1.0,Finished,,,65660,0,2000.0,,https://cdn.myanimelist.net/images/manga/1/159038.jpg
79171,Sumigahara Uguisu no Ronshou,,"Uguisu stands out from ordinary teenage girls. Spending most of her time in the library and never appearing in class, she still somehow manages to score full marks in tests. Though she is difficult to deal with at times, I developed a strange relationship with her. One day we were entrusted a strange order to investigate whether the genius mathematician Kiryu is actually a magician. We then went to the Kirin Mansion, the place where professor Kiryu resides. And then two days later, professor Kiryu became a headless corpse. Though the suspects are limited, the intriguing results shows that everyone here are clean!? Is the professor really a magician? Is this really a murder case? Are there any victims? Is there an actual culprit? These doubtful questions will be directed against through different ""logical arguments."" (Source: Back cover of the novel)",Light Novel,7.0,"Quzumi Shiki,Katsuki","Mystery,Suspense,Psychological,Super Power",1.0,Finished,,,57569,0,2009.0,,https://cdn.myanimelist.net/images/manga/2/136883.jpg
16027,Missin',,"How far can you go to get what you want before you lose your mind?Enter best-selling author Novala Takemoto's world, where music and the lost art of maidenly virtues walk hand-in-hand with madness. His characters stress, obsess, and sometimes get what they want...but often the life they thought they wanted is not always what they expected! (Amazon.com)",Light Novel,,Takemoto Novala,"Drama,Slice of Life",2.0,Finished,,,58155,0,2000.0,,https://cdn.myanimelist.net/images/manga/2/23361.jpg
107783,Tatta Hitotsu no Saeta Yarikata,Killing is the Only Neat Thing to Do,"Looking for information on the light novel Tatta Hitotsu no Saeta Yarikata (Killing is the Only Neat Thing to Do)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Akai Tera,Sanjou Tsubame","Action,Super Power",,Publishing,,,52740,0,2017.0,,https://cdn.myanimelist.net/images/manga/2/197350.jpg
133948,"Imouto no Hou ga Oneechan yori Kawaii desu yo, Senpai?",,"Looking for information on the light novel Imouto no Hou ga Oneechan yori Kawaii desu yo, Senpai?? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Kagami Yuu,Natsume Eri","Comedy,Romance,School",,Publishing,,,45247,0,2020.0,,https://cdn.myanimelist.net/images/manga/1/241905.jpg
94979,Naze Isekai Dungeon de Smartphone ga Tsunagaru no ka: Rindou Haruto no Jailbreak,,"'LuVYRINTH' a dungeon exploration game where one must rely on their smartphone in order to conquer dungeons. This is the game world that a highschooler Rindou Haruto suddenly found himself within. A game where one's stamina is equivalent to one's smartphone battery life, and when this meter hits zero, 'disqualified' monsters and other features would run wild and take control of the app. The clear to clearing the dungeon is his exclusive 'One Off App'.",Light Novel,,"Matarou,Aiue Ouji","Action,Fantasy,Sci-Fi,Video Game",1.0,Finished,,,46374,1,2014.0,,https://cdn.myanimelist.net/images/manga/2/169050.jpg
90639,Yuunagi no Machi,,"Looking for information on the light novel Yuunagi no Machi? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,15.0,"Konchiki,Watanabe Masaki",Drama,2.0,Finished,,,62313,0,2002.0,,https://cdn.myanimelist.net/images/manga/3/159037.jpg
107784,Saiteihen kara New Game!,New Game! From the Bottom of the World,"Takumi, a young guy born and raised in an environment filled with welfare, left our world without getting the chance of testing his abilities. Thanks to that regret, he's granted the opportunity to reincarnate in a new world. In the presence of a Goddess, he decides to ""reincarnate in a world where abilities are everything""! After being reincarnated as a slave, he wakes up in a cell and starts gathering information from the other children in the room, including​ a gorgeous elf and a beautiful beastman who will become his comrades. With that, he starts to walk down the road to become a slaves' merchant. (Source: MU)",Light Novel,,"Fujiki Washiro,Yuzuka",Fantasy,,Publishing,,,30804,0,2017.0,,https://cdn.myanimelist.net/images/manga/2/197352.jpg
107785,Youkoso Jiyuu de Heiwa na Maou no Shiro e!,,"Looking for information on the light novel Youkoso Jiyuu de Heiwa na Maou no Shiro e!? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Mutsutake,Mikawa Ghost","Fantasy,Romance,Harem",,Publishing,,,41395,1,2017.0,,https://cdn.myanimelist.net/images/manga/3/197355.jpg
107786,Saikyou Kenja no Kosodate Nikki,Diary of a Child Raising Wise Man,"Looking for information on the light novel Saikyou Kenja no Kosodate Nikki (Diary of a Child Raising Wise Man)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Izumi Sai,Hata Ryousuke",Fantasy,,Publishing,,,44470,1,2017.0,,https://cdn.myanimelist.net/images/manga/2/197356.jpg
79161,Heisa Gakuen no Rebellion,,"Looking for information on the light novel Heisa Gakuen no Rebellion? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Chacolate,Terada Kurage",School,1.0,Finished,,,61527,0,2014.0,,https://cdn.myanimelist.net/images/manga/3/160553.jpg
107787,Saikyou no Kanteishi tte Dare no Koto?,Who is the Strongest Appraiser?,"Looking for information on the light novel Saikyou no Kanteishi tte Dare no Koto? (Who is the Strongest Appraiser?)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Shirakomiso,Minatose Tsukasa",Fantasy,,Publishing,,,43409,1,2017.0,,https://cdn.myanimelist.net/images/manga/3/197359.jpg
107811,Ikemen wa Watashi ni Chikayoranai de Kudasai!,,"Looking for information on the light novel Ikemen wa Watashi ni Chikayoranai de Kudasai!? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Youmou Usagi,Tsukiya Kokko",Romance,1.0,Finished,,,63683,0,2017.0,,https://cdn.myanimelist.net/images/manga/3/197400.jpg
90631,Tales of Symphonia: Shokuzai no Kratos,Tales of Symphonia: Kratos of the Expiation,The novel is the story of Tales of Symphonia from Kratos's point of view.,Light Novel,,"Miyajima Takumi,ufotable",Adventure,1.0,Finished,,,37892,1,2013.0,,https://cdn.myanimelist.net/images/manga/2/159967.jpg
79157,Himitsu Kessha to Rule to Koi,,"Looking for information on the light novel Himitsu Kessha to Rule to Koi? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"nauribon,Terada Kurage","Comedy,Romance,School",1.0,Finished,,,61463,0,2012.0,,https://cdn.myanimelist.net/images/manga/3/164510.jpg
107812,Ryoujoku no Himekishi: Mesuinu Choukyou,,"Looking for information on the light novel Ryoujoku no Himekishi: Mesuinu Choukyou? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Youmou Usagi,Hiyoshi Yukari",Ecchi,1.0,Finished,,,59237,1,2017.0,,https://cdn.myanimelist.net/images/manga/2/197401.jpg
107813,Teisoutai ga Jama nan desu,,"Looking for information on the light novel Teisoutai ga Jama nan desu? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Youmou Usagi,Seta Kazuki","Romance,Ecchi",1.0,Finished,,,58453,0,2017.0,,https://cdn.myanimelist.net/images/manga/3/197402.jpg
79141,SHI-NO,,"""Excuse me......"" Without even knocking the door, Hasekura Shino enters my apartment as if she takes it for granted. Shino is only a fifth grade elementary school student. As a first year university student, I am also Shino's childhood friend. Despite hating green peas, she is a well-behaved, trouble-free child. That being said, there is a part of her that worries me. She is interested in novelty and abnormal events. I'd rather see Shino behaving self-willingly, my only wish is to see her become an ordinary elementary school student. However without taking my worries into account, she tries to solve the dangerous mysteries all by herself. The beginning of a pure love mystery tale! (Source: Back cover of the novel)",Light Novel,28.0,"Toujou Sakana,Kouzuki Amane","Mystery,Romance,Psychological",10.0,Finished,,,41872,0,2006.0,2009.0,https://cdn.myanimelist.net/images/manga/3/136843.jpg
107831,Thief Sisters: Bijo darake no Kaitoudan,,"Looking for information on the light novel Thief Sisters: Bijo darake no Kaitoudan? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Kawachi,Godou Aoi",Ecchi,1.0,Finished,,,61066,0,2013.0,,https://cdn.myanimelist.net/images/manga/3/197430.jpg
107855,Inma Taisen: Nerawareta Gakuen,,"Looking for information on the light novel Inma Taisen: Nerawareta Gakuen? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Kawachi,Godou Aoi","Supernatural,Ecchi,School",1.0,Finished,,,54923,0,2014.0,,https://cdn.myanimelist.net/images/manga/2/197466.jpg
94967,RPG: Role Playing Gangster - Aruiwa Boka ga Lupin ni Natta Riyuu,,"Looking for information on the light novel RPG: Role Playing Gangster - Aruiwa Boka ga Lupin ni Natta Riyuu? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,5.0,"Taguchi Sennendou,Yuunagi","Action,School",1.0,Finished,,,50755,0,2015.0,,https://cdn.myanimelist.net/images/manga/2/169615.jpg
90610,Tabisuru Shoujo to Shakunetsu Kuni,,Madlax's spin-off light novel featuring Elenore Baker as the main character.,Light Novel,,"Taue Shunsuke,Fujiwara Seiya","Adventure,Drama,Military",1.0,Finished,,,57100,0,2011.0,,https://cdn.myanimelist.net/images/manga/2/159319.jpg
85894,Yukikamakiri,,"In a mountain range where even the tears are freezing, a woman nicknamed Yukikamakiri is rising up. May this wedding receive an eternal blessing. The War of Frozen Blood raged on for decades between two main tribes of this region, the Mirde, a clan believing in eternal life after death, and the Ferbie, a clan where even the women are ferocious warriors, and are said to be so violent in love that they ""eat"" the man they passionately love. As such, those women were nicknamed the ""Yukikamakiri,"" the snow praying mantises. In order for the war to finally end, a promise was made : That the new young leaders of the respective clans are to be united under a political marriage of convenience. That promise was taken by the now deceased former leader of each clan. Ten years have passed since that promise was made. Can the peace really be achieve with this marriage with no love involved, a marriage going against the very nature of the snow praying mantises' violent and passionate love, and can the long hatred forgotten that easily?",Light Novel,11.0,"Kougyoku Iduki,Iwaki Takurou","Drama,Fantasy,Romance",1.0,Finished,,,48996,0,2009.0,,https://cdn.myanimelist.net/images/manga/3/149119.jpg
107856,Onzoushi-sama ga Yattekita!,,"Looking for information on the light novel Onzoushi-sama ga Yattekita!? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Kanzaki Tawa,Kawachi",Romance,1.0,Finished,,,66014,0,2013.0,,https://cdn.myanimelist.net/images/manga/3/197467.jpg
107857,Marina no Yokujou Voice,,"Looking for information on the light novel Marina no Yokujou Voice? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Kawachi,Marina",Ecchi,1.0,Finished,,,62644,0,2014.0,,https://cdn.myanimelist.net/images/manga/2/197468.jpg
79059,Terra Formars: Lost Mission,,"The story will be set between Bugs 2 and Annex I mission, in the jungles of Latin America where Bugs Procedure experiments were done.",Light Novel,,Higashiyama Akira,"Action,Horror,Sci-Fi",,Publishing,,,18505,19,2014.0,,https://cdn.myanimelist.net/images/manga/2/136733.jpg
107870,Ikemen Bouzu wa Jorei Host,,"Looking for information on the light novel Ikemen Bouzu wa Jorei Host? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Ginta,Satomi Hoda","Romance,Supernatural",1.0,Finished,,,63684,0,2016.0,,https://cdn.myanimelist.net/images/manga/1/197490.jpg
107871,"Kare wa Idol: Watashi ""Himitsu no Koi"" Shichattemasu",,"Looking for information on the light novel Kare wa Idol: Watashi ""Himitsu no Koi"" Shichattemasu? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Ginta,Amamiya Kouko",Romance,1.0,Finished,,,65802,0,2016.0,,https://cdn.myanimelist.net/images/manga/1/197491.jpg
90591,Arata naru Teki Hajimemashita,Started a new enemy,"Looking for information on the light novel Arata naru Teki Hajimemashita (Started a new enemy)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Kanzaka Hajime,Yasumo","Sci-Fi,Supernatural",1.0,Finished,,,48337,0,2015.0,,https://cdn.myanimelist.net/images/manga/3/176147.jpg
79001,Shisen Sekai no Rejecter,,"Looking for information on the light novel Shisen Sekai no Rejecter? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,17.0,"Kasukabe Akira,Mizuno Ayumu","Action,Fantasy",2.0,Finished,,,53858,0,2014.0,2015.0,https://cdn.myanimelist.net/images/manga/1/159292.jpg
107873,Kagi,,"Looking for information on the light novel Kagi? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Ginta,Tanizaki Junichirou",Ecchi,1.0,Finished,,,63462,0,2016.0,,https://cdn.myanimelist.net/images/manga/3/197493.jpg
78981,Minarai Shinkan Level 1,Seminarian Level 1,"Joshua Break is a failure student in the temple for training priests, the . He doesn’t have any aptitude as one, not being able to even summon a that enables one to utilize Divine Magic. But he has a secret. He was once an assassin of the , and has a marital contract with a single digit ranked  thunderbird Suuriin. If this comes to light, it’s capital punishment! But even so, Joshua aims to be a first class priest while hiding all that and making sure his wife doesn’t go on a rampage! (Source: Baka-Tsuki)",Light Novel,,"Senmu,Sasahara Shio",Fantasy,,Publishing,,,47280,0,2013.0,,https://cdn.myanimelist.net/images/manga/2/136625.jpg
16194,Myself ; Yourself Sorezore no Overture,,"The novel is written as a prologue to the game by Takumi Nakazawa, who has also written scenarios for Ever17, and Memories Off 2nd, and is illustrated by Wadapen. Each chapter centers on one of the six heroines; chapters one through six are arranged as follow: Nanaka, Aoi, Syuri, Yuzuki, Hinako, and Asami. (Source: Wikipedia)",Light Novel,6.0,"Wadapen.,Nakazawa Takumi","Drama,Romance",,Finished,,,23594,4,2007.0,2007.0,https://cdn.myanimelist.net/images/manga/4/23627.jpg
133935,Osananajimi no Imouto no Kateikyoushi wo Hajimetara,,"Looking for information on the light novel Osananajimi no Imouto no Kateikyoushi wo Hajimetara? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"SkyFarm,Kuzumachi Aoru","Comedy,Romance",,Publishing,,,30531,3,2020.0,,https://cdn.myanimelist.net/images/manga/2/243312.jpg
94966,Isekai Kazoku Hyouryuuki,Elsa of the mysterious Island,"Looking for information on the light novel Isekai Kazoku Hyouryuuki (Elsa of the mysterious Island)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Matsu Tomohiro,Onigirikun","Action,Adventure,Drama,Fantasy",,Publishing,,,45589,0,2016.0,,https://cdn.myanimelist.net/images/manga/2/171483.jpg
90576,Phantom: Phantom of Inferno,,"Mafia is rife in America where assassinations are a regular occurrence on the streets. Inferno, a mysterious company, is behind most of these dealings through the use of their near-invincible human weapon, ""Phantom."" One day, a Japanese tourist accidentally witnesses Phantom's latest murder. Desperate to escape, the tourist hides in a secluded building. However, Phantom, revealed to be a young woman named Ein, and the leader of Inferno ""Scythe Master"" captures the tourist and brainwashes him. Given the name ""Zwei,"" this once peaceful tourist is now a puppet of Inferno with no memories. Drawn into a world of lies, deceit, and violence, Zwei must fight to survive, hopefully to one day regain his memories and escape from this world where he is constantly on the brink of death. [Written by MAL Rewrite]",Light Novel,20.0,"Nitroplus,Konchiki,Urobuchi Gen","Action,Drama,Suspense,Organized Crime,Psychological",2.0,Finished,,,21211,4,2002.0,2002.0,https://cdn.myanimelist.net/images/manga/3/158922.jpg
86076,Shoujo wa Shoka no Umi de Nemuru,A girl sleeps in the ocean of magdala.,"Phil is a young man who is in training to run a bookshop. He loves books, and his mentor sends him to a nearby monastery that is said to be in trouble with money, to offer to buy books out of their library. Phil has heard rumors of their library, and is eager to see it for himself in any case. The kid who answers the door, however, refuses to let him enter. After he finally makes it inside the monastery, he finds that tragedy seems to have struck the fellowship and that ""kid"" is actually a beautiful girl who seems to be a noble. Things are more complicated than they seem, and it looks like Phil is going to be in over his head! (Source: MangaHelpers)",Light Novel,7.0,"Hasekura Isuna,Matsukaze Suiren","Adventure,Fantasy",1.0,Finished,,,41583,0,2015.0,,https://cdn.myanimelist.net/images/manga/2/159137.jpg
107924,Kimi ni Ayamaritakute Ore wa,I have something to say sorry to you.,"Looking for information on the light novel Kimi ni Ayamaritakute Ore wa (I have something to say sorry to you.)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,7.0,"Wakatsuki Hikaru,Hatori Piyoko","Drama,Romance,School",1.0,Finished,,,58738,0,2017.0,,https://cdn.myanimelist.net/images/manga/2/199716.jpg
107925,Futago Kissa to Akuma no Ryourisho,,"Looking for information on the light novel Futago Kissa to Akuma no Ryourisho? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Mochizuki Tadahito,necömi","Romance,Supernatural",,Publishing,,,57893,0,2017.0,,https://cdn.myanimelist.net/images/manga/2/197585.jpg
78641,Mote tte Konna ni Taihen Datta no ka!?,,"Looking for information on the light novel Mote tte Konna ni Taihen Datta no ka!?? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Ichiri,Mitsuba","Ecchi,School",1.0,Finished,,,58384,0,2014.0,,https://cdn.myanimelist.net/images/manga/3/136237.jpg
107943,"Oita Kensei wa Wakagaeri, Soshite Kishi Yousei Gakkou no Kyoukan to Naru",,"Looking for information on the light novel Oita Kensei wa Wakagaeri, Soshite Kishi Yousei Gakkou no Kyoukan to Naru? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Katou Itsuwa,Moji Kakio",Fantasy,,Publishing,,,61067,0,2017.0,,https://cdn.myanimelist.net/images/manga/1/197615.jpg
90575,Youma Amor: Hisui no Mashinhen,,"Looking for information on the light novel Youma Amor: Hisui no Mashinhen? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,6.0,"Kusanagi Takuhito,Mamiya Katsuki","Fantasy,Supernatural,Mythology",1.0,Finished,,,64114,0,1993.0,,https://cdn.myanimelist.net/images/manga/3/158921.jpg
86139,Densou Shinkai Ragnarok,Digital Myth Ragnarok,"Looking for information on the light novel Densou Shinkai Ragnarok (Digital Myth Ragnarok)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,10.0,"Kino Yuuki,Kinta","Action,Fantasy",2.0,Finished,,,49913,1,2015.0,2015.0,https://cdn.myanimelist.net/images/manga/3/176335.jpg
102418,Madou Shoujo ni Tensei shita Ore no Souken ga Yuunou sugiru,,"Looking for information on the light novel Madou Shoujo ni Tensei shita Ore no Souken ga Yuunou sugiru? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,22.0,"Iwanami Ryo,Gilse","Comedy,Fantasy,Romance,Harem",3.0,Finished,,,39102,0,2016.0,2017.0,https://cdn.myanimelist.net/images/manga/1/290452.jpg
104323,Taikoku Cheat nara Isekai Seifuku mo Rakushou desu yo?,,"Looking for information on the light novel Taikoku Cheat nara Isekai Seifuku mo Rakushou desu yo?? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Kaima Takaaki,Mikami Mika","Comedy,Fantasy,Romance,Ecchi,Harem",,Publishing,,,36356,2,2017.0,,https://cdn.myanimelist.net/images/manga/3/191144.jpg
107973,"Ore no ""Kantei"" Skill ga Cheat Sugite: Densetsu no Yuusha wo Yomi ""Tori"" Saikyou e",,"Looking for information on the light novel Ore no ""Kantei"" Skill ga Cheat Sugite: Densetsu no Yuusha wo Yomi ""Tori"" Saikyou e? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sumimori Sai,Touma Kisa","Action,Fantasy",,Publishing,,,32964,0,2017.0,,https://cdn.myanimelist.net/images/manga/2/197731.jpg
86145,Kishiou Kouho no Gavant,,"Looking for information on the light novel Kishiou Kouho no Gavant? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,18.0,"Kurogin,Itou Hiro","Action,School",2.0,Finished,,,58428,0,2015.0,2015.0,https://cdn.myanimelist.net/images/manga/3/176780.jpg
108047,"Maou Toubatsu shita Ato, Medachitakunai node Guild Master ni Natta","After tormenting the Devil, I did not want to stand out, so I became a guild master","The Kingdom of Albein was blessed with the appeareance of the Miracle children, individuals with the greatest talents ever seen. Despite being around ten years old, with abilities many times stronger than the average adventurer, they managed to reach a strength score exceeding 100,000 points, granting them the adventurer grade SSS. With a mere party of five persons, they defeated the Demon Lord regaining the kindgom's peace. After that journey, Dick Silver, the most balanced between them, racked his brain to not draw public attention. In the end, he decided to become the guild master of a suburban guild as a reward, becoming its twelfth successor. After five years he reached his aim and then became a regular of his own guild's bar. But one day, as he was drinking at the bar as always, the daughter of a certain aristocrat came to pay him a visit. (Source: MU)",Light Novel,59.0,"Naruse Hirofumi,Akatsuki Touwa","Adventure,Fantasy,Ecchi,Harem",9.0,Finished,,,24480,0,2017.0,2020.0,https://cdn.myanimelist.net/images/manga/3/198237.jpg
108048,Hikikomori-hime wo Utawasetai!,,"Looking for information on the light novel Hikikomori-hime wo Utawasetai!? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Arisaka Aco,Misaka Futekigou","Drama,Music",,Publishing,,,49983,0,2017.0,,https://cdn.myanimelist.net/images/manga/1/197887.jpg
94965,Marx-chan Nyuumon,,"Looking for information on the light novel Marx-chan Nyuumon? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Okayu Masaki,Anapon","Comedy,Romance,Supernatural",,Publishing,,,54035,1,2016.0,,https://cdn.myanimelist.net/images/manga/3/171481.jpg
90574,Touhoku Jugon Doushi,,"Looking for information on the light novel Touhoku Jugon Doushi? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,13.0,"Kobayashi Hiyoko,Oobayashi Kenji","Action,Fantasy",1.0,Finished,,,59200,0,1993.0,,https://cdn.myanimelist.net/images/manga/3/158920.jpg
78481,Lodoss-tou Densetsu,Legend of Lodoss,"Takes place around 30 years before the events in the main series, Lodoss-tou Senki.",Light Novel,,"Mizuno Ryou,Yamada Akihiro","Action,Adventure,Fantasy",7.0,Finished,,,31697,0,1994.0,2002.0,https://cdn.myanimelist.net/images/manga/3/135813.jpg
108049,"Oshikake Inumimi Dorei ga, NEET na Daieiyuu no Osewa wo Suru you desu.",,"Looking for information on the light novel Oshikake Inumimi Dorei ga, NEET na Daieiyuu no Osewa wo Suru you desu.? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Piyodera Mucha,Aoneko Sousou",Fantasy,,Publishing,,,53093,0,2017.0,,https://cdn.myanimelist.net/images/manga/1/197889.jpg
104267,Jashin At Random,At random Evil Gods,"A world is governed by a Light God, a Dark God, and a slightly 'my pace' Evil God. The religion that boasted the most power in the world, the Church of Sacred Light, had suddenly lost its influence. The panicking upper echelons of the church decided to perform the Hero Summoning Ritual, as the symbol of their revival. However, due to the intervention of an even more 'my pace' Evil God, the summoned young man was granted a troublesome skill. Followed about by turmoil, the young man met a certain girl, and together they opposed the absurdity of the world. Would he ever safely make it back to his old world…? It was all ""a matter of luck."" (Source: MU)",Light Novel,,"Yuzuki Kihiro,Kitaseno Yunaki","Comedy,Fantasy",,Publishing,,,33744,1,2016.0,,https://cdn.myanimelist.net/images/manga/3/191050.jpg
108050,Aigan Reijou: Inai Kinbaku Romanesque,,"Looking for information on the light novel Aigan Reijou: Inai Kinbaku Romanesque? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,5.0,"Kirino Rino,BENIO",Romance,1.0,Finished,,,61068,0,2016.0,,https://cdn.myanimelist.net/images/manga/1/197890.jpg
108052,Hikagemushi,,"Looking for information on the light novel Hikagemushi? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Yappen,Kaitou Kurosuke","Action,School,Super Power",2.0,Finished,,,49984,1,2012.0,2013.0,https://cdn.myanimelist.net/images/manga/1/197895.jpg
108069,Kurau wa Taberu Koto ni Shita,,"Looking for information on the light novel Kurau wa Taberu Koto ni Shita? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,7.0,"TakayaKi,Fujii Ronri","Comedy,Supernatural",1.0,Finished,,,54223,0,2017.0,,https://cdn.myanimelist.net/images/manga/3/199699.jpg
90573,Joujutsushi Mugenchou,,"Looking for information on the light novel Joujutsushi Mugenchou? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,10.0,"Haritama Hiroki,Kon Tobio",Action,1.0,Finished,,,65300,0,1997.0,,https://cdn.myanimelist.net/images/manga/2/158919.jpg
78373,Majuutsukai Zelo,,"Looking for information on the light novel Majuutsukai Zelo? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,7.0,"refeia,Hibiki Yuu","Action,Fantasy",1.0,Finished,,,62242,0,2006.0,,https://cdn.myanimelist.net/images/manga/2/162777.jpg
108071,Ganbarisugi na Anata ni Gohoubi wo!: Daraku Yuusha wa Ganbaranai,,"Looking for information on the light novel Ganbarisugi na Anata ni Gohoubi wo!: Daraku Yuusha wa Ganbaranai? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,8.0,"Sorimura Youji,Uzuki Ryuunosuke","Comedy,Fantasy,Romance,Ecchi",1.0,Finished,,,51507,0,2017.0,,https://cdn.myanimelist.net/images/manga/3/199576.jpg
